GNN,STR,NDC
PYRIDOXINE HCL (VITAMIN B6),50 MG,57896085301
DIPHENHYDRAMINE HCL,25 MG,11673046278
CALCIUM CARBONATE/VITAMIN D3,600 MG-800,41163026673
LISINOPRIL,10 MG,76282041945
OXYCODONE HCL/ACETAMINOPHEN,7.5-325 MG,00406052223
DOXYCYCLINE HYCLATE,100 MG,60687011811
IRON SUCROSE COMPLEX,200MG/10ML,00517231005
VENETOCLAX,10 MG,00074056114
RANITIDINE HCL,75 MG,49781002660
METFORMIN HCL,1000 MG,42291059318
FAMOTIDINE,40 MG,54868456700
HYDROCODONE/ACETAMINOPHEN,7.5-325 MG,00406036623
"PETROLATUM,WHITE/WATER",,45334031008
LINEZOLID,600MG/300,00009499202
CIMETIDINE,200 MG,49348024644
NEOMYCIN/BACIT/P-MYX/HYDROCORT,3.5-10K-1,48102000535
DEXTROMETHORPHAN HBR/B-CAINE,5MG-7.5MG,63824074016
TRANDOLAPRIL/VERAPAMIL HCL,4MG-240 MG,68462032901
METH/MEBLUE/SOD PHOS/PSAL/HYOS,81-0.12MG,35573030190
METOPROLOL SU/HYDROCHLOROTHIAZ,50-12.5 MG,59212009530
DESOG-E.ESTRADIOL/E.ESTRADIOL,21-5,51862007206
POLYETHYLENE GLYCOL 3350,17G/DOSE,49348014370
POTASSIUM CHLORIDE,20MEQ/0.1L,00409707526
GLYCOPYRROLATE/FORMOTEROL FUM,9-4.8 MCG,00310460012
FLUTICASONE PROPIONATE,0.05 %,10337033260
ATORVASTATIN CALCIUM,10 MG,68645045854
DESVENLAFAXINE SUCCINATE,100 MG,59762122203
DULOXETINE HCL,60 MG,68001025708
LISINOPRIL,2.5 MG,68001027200
MINOCYCLINE HCL,100 MG,68382031818
DULOXETINE HCL,30 MG,68001025608
FLUORIDE (SODIUM),1.1 %,60258015101
NITROGLYCERIN,0.4MG/HR,68382031030
LISINOPRIL,30 MG,68180098202
DESVENLAFAXINE SUCCINATE,50 MG,51991031133
DOXAZOSIN MESYLATE,2 MG,68645046354
CARVEDILOL,3.125 MG,76385011050
"FENOFIBRATE,MICRONIZED",134 MG,69097089507
LIDOCAINE,5 %,67877047379
QUETIAPINE FUMARATE,300 MG,16729009612
TRETINOIN,0.1 %,00574220120
RANITIDINE HCL,300 MG,65162025425
CITALOPRAM HYDROBROMIDE,20 MG,59746054401
DESVENLAFAXINE SUCCINATE,50 MG,00054040013
NEOMYCIN SULF/BACITRACIN/POLY,3.5MG-400,24208078055
DESOGESTREL-ETHINYL ESTRADIOL,0.15-0.03,00093330416
DEXMETHYLPHENIDATE HCL,15 MG,00115168401
PAROXETINE HCL,37.5 MG,68180064506
DEXMETHYLPHENIDATE HCL,10 MG,27808009301
PRAZOSIN HCL,2 MG,59762532001
SULFAMETHOXAZOLE/TRIMETHOPRIM,800-160 MG,57237023305
OLMESARTAN/HYDROCHLOROTHIAZIDE,20-12.5 MG,62332014990
AMLODIPINE BESYLATE/VALSARTAN,10MG-320MG,62332020890
RISEDRONATE SODIUM,150 MG,65862087011
LITHIUM CARBONATE,300 MG,62559034001
OXYCODONE HCL,15 MG,31722091701
ARIPIPRAZOLE,15 MG,33342012507
LISINOPRIL,5 MG,00185060510
PAROXETINE MESYLATE,40 MG,54766020401
IBUPROFEN,600 MG,58657068150
NEOMYCIN SULF/POLYMYXIN B SULF,40-200K/ML,00591219054
ASPIRIN,81 MG,69618001710
CLOPIDOGREL BISULFATE,75 MG,69117101003
RASAGILINE MESYLATE,0.5 MG,00093306056
MIRTAZAPINE,45 MG,00115165608
"FENOFIBRATE,MICRONIZED",67 MG,68462058001
DESVENLAFAXINE SUCCINATE,50 MG,00378423077
GLIMEPIRIDE,4 MG,43547039650
LOPINAVIR/RITONAVIR,400-100/5,00527194748
NAPROXEN,250 MG,49483061901
FINASTERIDE,5 MG,67877028801
CALCIUM CARBONATE,500(1250),37864000038
MORPHINE SULFATE,30 MG,42858063101
CYCLOBENZAPRINE HCL,7.5 MG,57237026601
FLUORIDE (SODIUM),1.1 %,48878313004
"PEN NEEDLE, DIABETIC","33 GX5/32""",52982000615
FONDAPARINUX SODIUM,7.5MG/0.6,43598060910
OLMESARTAN MEDOXOMIL,40 MG,59746046690
GLUCOSAMINE HCL/CHONDROITIN SU,500-400 MG,54458010022
OLMESARTAN MEDOXOMIL,40 MG,68382064506
DIPHENHYDRAMINE HCL,12.5MG/5ML,00121097800
MORPHINE SULFATE,100 MG,00115128201
GUAIFENESIN,600 MG,68084057201
OLMESARTAN MEDOXOMIL,40 MG,68382064516
DESONIDE,0.05 %,16714072901
OLANZAPINE,20 MG,00904628761
METHYLPHENIDATE HCL,15 MG,42858040245
AA 4.25 %/CALCIUM/LYTES/D25W,4.25 %,00338114603
NAPROXEN,500 MG,42291062860
PROPRANOLOL HCL,160 MG,62559052301
KRILL/OMEGA-3/DHA/EPA/LIPIDS,350MG-90MG,40985027367
DOXYCYCLINE HYCLATE,75 MG,51862069506
BEXAROTENE,75 MG,42292000710
CARBAMIDE PEROXIDE,6.5 %,00536112494
PENICILLIN V POTASSIUM,500 MG,00143983601
"PNV,CALCIUM 72/IRON/FOLIC ACID",27 MG-1 MG,63044015005
OXYMETAZOLINE HCL,0.05 %,40986001516
CLINDAMYCIN HCL,150 MG,42292001820
ARIPIPRAZOLE,15 MG,60429044930
ASCORBIC ACID,1000 MG,11917017088
VIT B COMP/C/FOLIC/IRON/VIT E,500-400-18,00904026352
FENTANYL CITRATE,1600 MCG,00093787065
LACTOSE-REDUCED FOOD,0.08G-1.5,70074064721
GUAIFENESIN,100 MG/5ML,41163046019
IBUPROFEN,100 MG/5ML,51672138509
"SYRINGE AND NEEDLE,INSULIN,1ML","31 GX5/16""",57515091002
DEXTROSE,4 G,50428235154
IRBESARTAN/HYDROCHLOROTHIAZIDE,150-12.5MG,62332005190
"ROTAVIRUS VACCINE,LIVE ORAL PV",2 ML,00006404701
ACYCLOVIR,800 MG,75834012301
OXAPROZIN,600 MG,69238112001
"MULTIVIT,IRON,MINERALS/LUTEIN",,00005475650
DRONABINOL,10 MG,67877057060
FENOFIBRATE NANOCRYSTALLIZED,48 MG,65862076890
URINE MULTIPLE TEST STRIPS,,50924014510
NICOTINE,7MG/24HR,60429044314
,,11917017072
BUDESONIDE,0.5 MG/2ML,00781751614
PAROXETINE MESYLATE,7.5 MG,54766090753
PROPRANOLOL HCL,20 MG,60687030601
ERYTHROMYCIN BASE,5 MG/GRAM,17478082435
,,10939075344
MORPHINE SULFATE,4 MG/ML,76045000510
FAMOTIDINE,40 MG,60429072101
GABAPENTIN,300 MG,55289089894
BUMETANIDE,0.5 MG,69238148901
ZIPRASIDONE MESYLATE,FNL 20MG/1,00049120310
AMOXICILLIN/POTASSIUM CLAV,200-28.5/5,65862053350
MEROPENEM,1 G,25021015630
CEFPROZIL,250 MG/5ML,42043026357
"PEN NEEDLE, DIABETIC","31 G X1/4""",38396070637
"MEDICAL SUPPLY, MISCELLANEOUS",,08470610001
NAPROXEN,500 MG,69512019010
ATENOLOL,100 MG,66267002930
CALCIUM CARBONATE/VITAMIN D3,500 MG-200,51645082808
FAMOTIDINE,10 MG,50428116960
ETHYNODIOL D-ETHINYL ESTRADIOL,1 MG-35MCG,51862026001
COAL TAR,2 %,11086001102
"BLOOD KETONE TEST, STRIPS",,57599074501
LACTOSE-REDUCED FOOD,0.08G-1.5,70074064290
ASPIRIN,81 MG,69618001702
VITAMIN E MIXED,1000 UNIT,11917007472
AMOXICILLIN/POTASSIUM CLAV,600-42.9/5,60432007048
OMEGA-3S/DHA/EPA/FISH OIL,600-1000MG,00536718706
NAPHAZOLINE HCL/PHENIRAMINE,0.025-0.3%,00065008542
PROMETHAZINE HCL,50 MG,40076032012
ROSUVASTATIN CALCIUM,10 MG,70377000712
PHENOBARBITAL,16.2 MG,13517011010
DESVENLAFAXINE SUCCINATE,25 MG,00054060313
ZOLMITRIPTAN,2.5 MG,65862091469
FAMOTIDINE,40 MG,65862086099
FENTANYL,25 MCG/HR,51862031478
L.ACIDOPH/L.BULG/B.BIF/S.THERM,1B-250 MG,64980016401
CALCIUM PHOSPHATE TRIB/VIT D3,200 MG-200,30768052957
BEZLOTOXUMAB,1000 MG/40,00006302500
PHENYTOIN,50 MG,51079012901
DARIFENACIN HYDROBROMIDE,7.5 MG,13668020290
NUT.TX.IMPAIRED DIGEST FXN,0.035-1/ML,70074064899
FAT EMUL/SOY/MCT/OLIV/FISH OIL,20 %,63323082074
ADAPALENE/BENZOYL PEROXIDE,0.3 %-2.5%,00299590660
METHYLPHENIDATE HCL,27 MG,00378815601
LISDEXAMFETAMINE DIMESYLATE,40 MG,59417011801
IRINOTECAN HCL,100 MG/5ML,00143970101
OCTREOTIDE ACETATE,200 MCG/ML,00641617701
LEVOTHYROXINE SODIUM,175 MCG,00527135001
KETOROLAC TROMETHAMINE,0.5 %,47335022090
"SYRINGE-NEEDLE,INSULIN,0.5 ML","30 GX5/16""",08396800700
FLECAINIDE ACETATE,100 MG,53746064201
HYDROXYCHLOROQUINE SULFATE,200 MG,00781599405
DEXAMETHASONE SODIUM PHOSPHATE,10 MG/ML,00641036725
ERYTHROMYCIN BASE,500 MG,52536010513
LOSARTAN POTASSIUM,50 MG,68645057854
CLONAZEPAM,0.5 MG,16714075202
DOXAZOSIN MESYLATE,2 MG,68382078401
EZETIMIBE/SIMVASTATIN,10 MG-20MG,67877050830
"PEN NEEDLE, DIABETIC","32GX 5/32""",21292000907
BACLOFEN,5 MG,52817031910
CLOPIDOGREL BISULFATE,75 MG,51407003210
CLOBETASOL PROPIONATE/EMOLL,0.05 %,52565009430
TRAZODONE HCL,100 MG,16729030017
OSELTAMIVIR PHOSPHATE,75 MG,16714081901
URSODIOL,500 MG,00115993401
QUETIAPINE FUMARATE,400 MG,71093013902
DEXAMETHASONE SODIUM PHOSPHATE,4 MG/ML,00641614525
RIVASTIGMINE TARTRATE,1.5 MG,75834013360
IMMUN GLOB G(IGG)/GLY/IGA OV50,8 G/40 ML,00944285008
TENOFOVIR DISOPROXIL FUMARATE,300 MG,31722053530
PRAZOSIN HCL,1 MG,70954001910
HYDROCODONE/ACETAMINOPHEN,7.5-325 MG,10702019050
ATOMOXETINE HCL,18 MG,60505283103
DEXTROAMPHETAMINE/AMPHETAMINE,5 MG,16714080201
GLIPIZIDE,5 MG,65862088901
DONEPEZIL HCL,5 MG,00904647761
EZETIMIBE/SIMVASTATIN,10 MG-20MG,67877050890
CLOBAZAM,10 MG,31722063901
FENTANYL,25 MCG/HR,50458010205
OXYCODONE HCL/ACETAMINOPHEN,10MG-325MG,43598054705
TAZAROTENE,0.1 %,00713067060
IRBESARTAN,75 MG,43547037450
DOXYCYCLINE HYCLATE,100 MG,43386079450
LAMOTRIGINE,25 MG,13668033930
FLUOCINONIDE,0.05 %,47781056973
ASPIRIN/DIPYRIDAMOLE,25MG-200MG,60687030532
"SYRING-NEEDL,DISP,INSUL,0.3 ML","30 GX5/16""",08881609800
MELATONIN,5 MG,96295012828
"SYRING-NEEDL,DISP,INSUL,0.3 ML","29 G X1/2""",38396040308
SEVELAMER CARBONATE,800 MG,60429098327
BUPRENORPHINE HCL/NALOXONE HCL,8 MG-2 MG,50268014515
CYANOCOBALAMIN (VITAMIN B-12),1000 MCG,69618003701
LOSARTAN POTASSIUM,25 MG,60429086310
INDOMETHACIN,75 MG,68462032501
"SYRINGE-NEEDLE,INSULIN,0.5 ML","29 G X1/2""",38396041237
ACETAMINOPHEN,325 MG,49348097316
SENNOSIDES,8.6 MG,59779018250
"MINERAL OIL/PETROLATUM,WHITE",20%-80%,15718089305
RAMIPRIL,1.25 MG,57237022230
SECNIDAZOLE,2 G,27437005101
CYCLOPHOSPHAMIDE,25 MG,54879002101
ECONAZOLE NITRATE,1 %,47781054373
DOCUSATE SODIUM,60 MG/15ML,57896040916
ATORVASTATIN CALCIUM,40 MG,51407008010
SENNOSIDES/DOCUSATE SODIUM,8.6MG-50MG,49781014960
NAFTIFINE HCL,1 %,54766077090
GABAPENTIN,300 MG,43063067330
LESINURAD/ALLOPURINOL,200-200 MG,70785002130
ONDANSETRON HCL,4 MG,00078067515
CASPOFUNGIN ACETATE,70 MG,47781061407
GUAIFENESIN/DEXTROMETHORPHAN,100-10MG/5,00904675920
DOXYCYCLINE HYCLATE,100 MG,68382091010
EZETIMIBE,10 MG,42291031430
"SYRINGE WITH NEEDLE, 1 ML","27GX1/2""",08290305945
DOFETILIDE,125 MCG,42794004410
GLUCOSAMINE/CHONDROITN/C/MANG,250-200-30,79854001181
MAG HYDROX/ALUMINUM HYD/SIMETH,400-400-40,00067629012
ACETAZOLAMIDE,125 MG,64380083306
ASPIRIN,81 MG,70000010303
BLACK COHOSH ROOT EXTRACT,40 MG,00904547052
LOSARTAN/HYDROCHLOROTHIAZIDE,100MG-25MG,43547042403
CARBIDOPA/LEVODOPA,4.63-20/ML,00074301207
BUPROPION HCL,150 MG,43598065590
ELECTROLYTES/DEXTROSE,,00536000486
DILTIAZEM HCL,300 MG,60687022890
CETIRIZINE HCL,10 MG,70677000603
NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(24),00378731553
CALCIUM CARBONATE/VITAMIN D3,500 MG-125,11917005037
,,49781009653
CLOBETASOL PROPIONATE,0.05 %,70700010917
,,63948014293
"SYRINGE-NEEDLE,INSULIN,0.5 ML","29GX1""",38415001529
HALOPERIDOL LACTATE,5 MG/ML,51991093317
CYANOCOBALAMIN (VITAMIN B-12),500MCG/SPR,49884027082
NICARDIPINE HCL,20 MG,24658075090
GUAIFEN/DEXTROMETHORPHAN/PE,5-2.5 MG/5,63824001465
SILDENAFIL CITRATE,50 MG,00093534201
SIMETHICONE,125 MG,40986001919
IRINOTECAN LIPOSOMAL,43 MG/10ML,15054004301
BUTALB/ACETAMINOPHEN/CAFFEINE,50-325-40,60429058901
PERINDOPRIL ARG/AMLODIPINE BES,14MG-10MG,61894001202
COAL TAR,0.5 %,41163041798
CLARITHROMYCIN,500 MG,50268017913
NAFTIFINE HCL,2 %,54766010245
NICOTINE,14MG/24HR,70000011402
NICOTINE,21 MG/24HR,11822452590
EZETIMIBE,10 MG,60429098290
MORPHINE SULFATE,20 MG/5 ML,62559017101
ERYTHROMYCIN STEARATE,250 MG,55289011298
MENTHOL,3.3 MG,37000068020
POTASSIUM ACETATE,2 MEQ/ML,51754200104
LORATADINE,10 MG,59779061275
POLYETHYLENE GLYCOL 3350,17G/DOSE,11822393550
"SYRINGE-NEEDLE,INSULIN,0.5 ML","30 GX5/16""",38396041537
DIPHENHYDRAMINE HCL,25 MG,69618002501
MINOCYCLINE HCL,90 MG,67877057630
ACETAMINOPHEN,500 MG,00904673061
,,00186077708
SENNOSIDES,8.6 MG,11917011201
MENTHOL/CAMPHOR,,10742000101
MELATONIN,10 MG,52569013913
CALCIUM CARBONATE/VITAMIN D3,500 MG-200,62107007506
MULTIVIT-MIN/FOLIC ACID/HRB245,0.2-37.5MG,33674015903
ASENAPINE MALEATE,10 MG,00456241011
AMLODIPINE BESYLATE,10 MG,50268008511
"FERROUS SULFATE, DRIED",160(50) MG,54629077460
FELBAMATE,400 MG,62559073001
UNDERPADS,,41163023811
DEMECLOCYCLINE HCL,150 MG,10135062501
BISACODYL,5 MG,36800008663
"NUT.TX.IMP.RENAL FXN,LAC-REDUC",0.08 G-1.8,70074064803
BORTEZOMIB,3.5 MG,63323072110
VALSARTAN,320 MG,55700034630
BENZNIDAZOLE,100 MG,00642746410
"SYRINGE-NEEDLE,INSULIN,0.5 ML","30GX1/2""",57515091004
PREDNISONE,50 MG,55289033010
LORATADINE/PSEUDOEPHEDRINE,10MG-240MG,46122038322
DIPHENHYDRAMINE HCL,25 MG,70000020702
DIMENHYDRINATE,50 MG,70677002201
LOPERAMIDE HCL,2 MG,24385038689
COLCHICINE,0.6 MG,59467031830
GLIPIZIDE,10 MG,54569554802
ACETAMINOPHEN,160 MG/5ML,00904198520
VENLAFAXINE HCL,150 MG,42291089990
ARGININE/GLUTAMINE/CALCIUM BMB,7G-7G-1.5G,59781054002
BENZOCAINE,20 %,63736037882
LACTOBACILL 46/B.ANIMAL/INULIN,10B-100 MG,74312031644
TAMSULOSIN HCL,0.4 MG,33342015915
QUETIAPINE FUMARATE,200 MG,50268063315
ACETAMINOPHEN,160 MG/5ML,49348012334
"CYCLOSPORINE, MODIFIED",25 MG,00093574019
"DIAPER,BRIEF,ADULT, DISPOSABLE",,90891010064
CILOSTAZOL,100 MG,50268017715
PEN G BENZ/PEN G PROCAINE,900-300/2,60793060202
NITROGLYCERIN,0.1MG/HR,00378910216
PHENOBARBITAL,100 MG,75826014310
"FLUCONAZOLE IN NACL,ISO-OSM",400MG/0.2L,70655008810
GLYCOPYRROLATE,0.2 MG/ML,70069001325
SUMATRIPTAN SUCCINATE,50 MG,51407001209
DESIPRAMINE HCL,10 MG,00781821801
"DIAPER,BRIEF,ADULT, DISPOSABLE",,41163049607
"L.ACIDOPH,SALIVA/B.BIF/S.THERM",175 MG,37205054865
FUROSEMIDE,10 MG/ML,63323028003
FENOFIBRATE NANOCRYSTALLIZED,145 MG,69097045805
BUPROPION HCL,150 MG,68382035316
BUPROPION HCL,300 MG,70436001102
METFORMIN HCL,850 MG,23155010309
PREGABALIN,75 MG,62332012190
PREGABALIN,150 MG,62332012390
FAMOTIDINE,40 MG,68001039803
CLOBETASOL PROPIONATE,0.05 %,70710140104
OLMESARTAN MEDOXOMIL,40 MG,50228034130
POTASSIUM CHLORIDE,20 MEQ,00832532510
PREGABALIN,75 MG,72205001390
BUTALB/ACETAMINOPHEN/CAFFEINE,50-325-40,10702025350
LABETALOL HCL,300 MG,24979017001
ISOSORBIDE MONONITRATE,60 MG,50742017601
PILOCARPINE HCL,5 MG,69292027410
DEXTROAMPHETAMINE/AMPHETAMINE,10 MG,16714095001
CLOBETASOL PROPIONATE,0.05 %,52565003945
EZETIMIBE/SIMVASTATIN,10 MG-20MG,43598074430
KETOCONAZOLE,2 %,00378700750
BUPROPION HCL,100 MG,64980020201
TESTOSTERONE,2.5G-1.62%,45802036665
DESOXIMETASONE,0.25 %,68382088903
CINACALCET HCL,90 MG,70436000904
NORETHINDRONE-ETHIN. ESTRADIOL,1 MG-35MCG,00603752149
CHOLECALCIFEROL (VITAMIN D3),25 MCG,54458032334
MERCAPTOPURINE,50 MG,69076091325
TRETINOIN,0.1 %,00378808445
CLOMIPRAMINE HCL,75 MG,16714085103
ATORVASTATIN CALCIUM,10 MG,67877051190
LEVOTHYROXINE SODIUM,175 MCG,68180097403
ITRACONAZOLE,100 MG,13668046330
NORETHINDRONE,0.35 MG,50102020013
CALCIUM ACETATE,667 MG,62135019122
GLIPIZIDE,10 MG,16714089602
DORZOLAMIDE HCL/TIMOLOL MALEAT,22.3-6.8/1,70069005101
RISPERIDONE,90 MG,12496009001
MULTIVIT 47/IRON/FOLATE 1/DHA,27-1-300MG,69543034030
SENNOSIDES/DOCUSATE SODIUM,8.6MG-50MG,57896030310
AZITHROMYCIN,250 MG,00904670806
METHYLPHENIDATE HCL,10 MG,00527457937
NORETHINDRONE-ETHIN. ESTRADIOL,7 DAYS X 3,16714034604
HYDROCODONE/ACETAMINOPHEN,5 MG-325MG,60429059005
"SYRINGE AND NEEDLE,INSULIN,1ML","31 GX5/16""",08489600410
CALCIUM CITRATE/VITAMIN D3,315 MG-250,10939053244
FENOFIBRATE NANOCRYSTALLIZED,145 MG,68382023016
HALOPERIDOL DECANOATE,100 MG/ML,70069038305
DOFETILIDE,250 MCG,59651011960
CINACALCET HCL,60 MG,64380088404
METHYLPREDNISOLONE,4 MG,42806040001
ACETAMINOPHEN WITH CODEINE,300MG-60MG,71930005612
TRIHEXYPHENIDYL HCL,2 MG,70954021220
ERYTHROMYCIN ETHYLSUCCINATE,200 MG/5ML,62559063001
CAPSAICIN,0.1 %,50428034819
LAMOTRIGINE,250 MG,16714089301
OXYMORPHONE HCL,7.5 MG,64896069613
CINACALCET HCL,90 MG,69097041202
METOPROLOL SUCCINATE,50 MG,24979003803
"PROGESTERONE, MICRONIZED",100 MG,59651015201
PRUCALOPRIDE SUCCINATE,1 MG,54092054601
ESOMEPRAZOLE MAGNESIUM,20 MG,63304073410
ATOMOXETINE HCL,18 MG,55111052030
ASPIRIN,81 MG,70000042801
ALBENDAZOLE,200 MG,16714090701
MEPOLIZUMAB,100 MG/ML,00173089201
BUPROPION HCL,75 MG,60687034001
NORETHINDRONE-ETHIN. ESTRADIOL,0.4-0.035,16714034704
LEVONORGESTREL/ETHIN.ESTRADIOL,0.15-0.03,68180084311
METRONIDAZOLE,500 MG,69292020650
METFORMIN HCL,500 MG,65162017811
"PEN NEEDLE, DIABETIC","31 GX5/16""",15482023831
DAPTOMYCIN,500 MG,68001037668
PIPERACILLIN SODIUM/TAZOBACTAM,3.375 G,61990012001
OMEPRAZOLE,40 MG,42291057310
NORGESTIMATE-ETHINYL ESTRADIOL,7DAYSX3 28,00378729353
TADALAFIL,20 MG,35573041230
TOBRAMYCIN SULFATE,40 MG/ML,63323030626
DIPHENHYDRAMINE HCL,50 MG/ML,72485010125
PEDIATRIC MULTIVITAMIN NO.17,,00904262170
OXYCODONE HCL/ACETAMINOPHEN,2.5-325 MG,31722094801
TESTOSTERONE CYPIONATE,200 MG/ML,00574082701
POTASSIUM CHLORIDE,10 MEQ,00245531601
"VITAMIN E (DL,TOCOPHERYL ACET)",400 UNIT,54629040001
ACETAMINOPHEN,650 MG,70677001901
TRIAMTERENE,50 MG,52817036410
PYRIDOXINE HCL (VITAMIN B6),50 MG,10006070012
OXYCODONE HCL,10 MG,68084096801
BIMATOPROST,0.03 %,70069040201
BELIMUMAB,200 MG/ML,49401008801
OMADACYCLINE TOSYLATE,150 MG,71715000223
OLMESARTAN/AMLODIPIN/HCTHIAZID,40-5-25 MG,13668038590
"SYRINGE AND NEEDLE,INSULIN,1ML","30GX1/2""",72217000702
TRIHEXYPHENIDYL HCL,2 MG,70954021210
FLUOCINONIDE,0.1 %,69238127106
"HEPARIN SODIUM,PORCINE/PF",5000/0.5ML,63323011805
SOLIFENACIN SUCCINATE,5 MG,60687049921
NIACIN,500 MG,71741004790
METHYLPHENIDATE HCL,27 MG,00527331137
CLOMIPRAMINE HCL,75 MG,69238111003
ACETAMINOPHEN,500 MG,49035030882
SPIRONOLACTONE,25 MG,60687046501
CLOBAZAM,2.5 MG/ML,66689005804
"PEN NEEDLE, DIABETIC","29 G X1/2""",56151211001
TACROLIMUS,0.03 %,16729042112
BENZONATATE,100 MG,62332042631
PHENYLEPH/MINERAL OIL/PETROLAT,0.25 %-14%,69396002002
METOPROLOL SUCCINATE,50 MG,60687040211
NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(24),00093532828
SODIUM BICARBONATE,,51552005905
,,24208069763
,,16103037811
GUAIFENESIN/DEXTROMETHORPHAN,600MG-30MG,63824005689
LACTOSE-REDUCED FOOD,0.05 G-1.5,70074056563
BUPIVACAINE HCL/PF,7.5 MG/ML,63323047217
HYDROCODONE/ACETAMINOPHEN,7.5-325 MG,60687040701
LORATADINE,10 MG,70000021302
DOXEPIN HCL,5 %,00378812330
SILDENAFIL CITRATE,50 MG,00378165993
BLEOMYCIN SULFATE,30 UNIT,00143924101
NORGESTIMATE-ETHINYL ESTRADIOL,7DAYSX3 28,65862077785
BISMUTH SUBSALICYLATE,262MG/15ML,37000003202
OXYBUTYNIN CHLORIDE,5 MG,43063085160
GEMTUZUMAB OZOGAMICIN,4.5 MG,00008451001
"DIAPER,BRIEF,ADULT, DISPOSABLE",,90891026415
TRIAMCINOLONE ACETONIDE,80 MG/ML,00003031505
ENTRECTINIB,200 MG,50242009490
LORAZEPAM,0.5 MG,13107008301
IRINOTECAN HCL,40 MG/2 ML,45963061451
HYDROXYUREA,100 MG,71770010060
LANSOPRAZOLE,15 MG,64764054330
LOPERAMIDE HCL,1MG/7.5ML,46122011126
ESTRADIOL/NORETHINDRONE ACET,1 MG-0.5MG,00378729585
ETHINYL ESTRADIOL/DROSPIRENONE,0.02-3(28),59746076343
"SYRINGE AND NEEDLE,INSULIN,1ML","27GX1/2""",16784069453
URINE GLUCOSE-ACET TEST STRIP,,00193288221
LORATADINE,10 MG,41100080701
FENOFIBRIC ACID,105 MG,70347010590
SALICYLIC ACID,40 %,70000033101
CHLORPHENIRAMINE/DEXTROMETHORP,4 MG-30 MG,11523360101
NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(24),50102022423
ARGIN/GLUT/CAHMB/COLLAG/MV-MIN,7G-7G-1.5G,59781066684
PYRIDOXINE HCL (VITAMIN B6),100 MG,11917013973
"PEN NEEDLE, DIABETIC","31 G X1/4""",89134310401
FOLIC ACID,0.8 MG,40093010148
ENOXAPARIN SODIUM,80MG/0.8ML,63323058499
,,08137117730
LANCETS,28 GAUGE,08326281001
BENZOCAINE/BENZETHON CL,20 %-0.2 %,16864067001
CHLORHEXIDINE/GLYCERIN/HE-CELL,,67981008902
DEXTROMETHORPHN/ACETAMINOPH/CP,15-500-2MG,70000013801
BENZOCAINE,20 %,10310028340
CHOLECALCIFEROL (VITAMIN D3),125 MCG,11822490000
L. ACIDOPHILUS/L.BULGARICUS,1MM CELL,10006073033
PYRIDOXINE HCL (VITAMIN B6),100 MG,41163026606
IBUPROFEN,200 MG,10135014301
HYDROGEN PEROXIDE,3 %,49348017934
PSYLLIUM HUSK/ASPARTAME,3 G/5.8 G,37000096913
GUAIFENESIN/DEXTROMETHORPHAN,100MG-5MG,63824025612
TIOPRONIN,300 MG,00178090190
GABAPENTIN,600 MG,00904682361
IBUPROFEN,200 MG,00904674759
ALBUTEROL SULFATE,90 MCG,68180096301
OMEPRAZOLE,20 MG,16714071501
METFORMIN HCL,500 MG/5ML,42571036007
ROSUVASTATIN CALCIUM,40 MG,70377000913
COLCHICINE,0.6 MG,65162071009
HYDROXYCHLOROQUINE SULFATE,200 MG,16714011001
PANTOPRAZOLE SODIUM,40 MG,62756007164
CARBIDOPA/LEVODOPA,10MG-100MG,51862007801
VALSARTAN/HYDROCHLOROTHIAZIDE,160MG-25MG,62332008190
BUSPIRONE HCL,10 MG,69584009250
POTASSIUM CHLORIDE,10 MEQ,69680013393
CLOBETASOL PROPIONATE,0.05 %,69238153203
LEVOTHYROXINE SODIUM,200 MCG,72305020030
BUPROPION HCL,150 MG,50228014430
FENOFIBRATE,54 MG,43598090990
ATENOLOL,50 MG,29300041101
DOFETILIDE,250 MCG,16729049112
HYDROXYZINE PAMOATE,25 MG,00904706561
METHYLPHENIDATE HCL,27 MG,16714012501
CALCIUM CITRATE/VITAMIN D3,200MG-6.25,00536322301
LOSARTAN POTASSIUM,100 MG,64380093504
FENOFIBRATE,160 MG,69367025409
DOFETILIDE,125 MCG,72205003960
EVEROLIMUS,0.5 MG,00054047121
VANCOMYCIN/WATER FOR INJ (PEG),1G/200ML,70594004203
POLYETHYLENE GLYCOL 3350,17 G,69784018014
POTASSIUM CHLORIDE,10 MEQ,63304009001
METFORMIN HCL,850 MG,70010006401
ACETAMINOPHEN,650 MG,00904688365
BUSPIRONE HCL,30 MG,29300024705
ASPIRIN/DIPYRIDAMOLE,25MG-200MG,68462040560
LORATADINE,10 MG,69230031701
MIDODRINE HCL,2.5 MG,52817032310
NAPROXEN SODIUM,550 MG,50228043305
BISACODYL,10 MG,00904698112
FLUPHENAZINE HCL,1 MG,60219167801
DILTIAZEM HCL,180 MG,16729030401
METFORMIN HCL,850 MG,70010006405
TIMOLOL MALEATE/PF,0.5 %,17478018924
ISOSORBIDE DINITRATE,30 MG,16714001001
OMEGA-3 ACID ETHYL ESTERS,1 G,69452017522
METFORMIN HCL,500 MG,76385012810
