Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.18.397,drgstatusWeightAtBirth,Status Weight At Birth,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the status of the use of the weight at birth for diagnosis related group (DRG) determination.  US Realm.  Used in HL7 Version 2.x messaging in the DRG segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.398,drgStatusRespirationMinutes,DRG Status Respiration Minutes,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the status of the use of the respiration minutes information for diagnosis related group (DRG) determination.  US Realm. Used in HL7 Version 2.x messaging in the DRG segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.399,drgstatusAdmission,Status Admission,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the admission status for the diagnosis related group (DRG) determination. US Realm. Used in HL7 Version 2.x messaging in the DRG segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.4,eventType,Event Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the trigger event for Version 2.x interface messages.  Used in HL7 Version 2.x messaging in the MSH segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.40,processingId,Processing ID,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"HL7-defined code system of concepts which specify whether the message is part of a production, training or debugging system.  Used in HL7 Version 2.x messaging in the PT datatype.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.400,drgProcedureDeterminationStatus,DRG Procedure Determination Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the status of the use of this particular procedure for the diagnosis related group (DRG) determination.  US Realm. Used in HL7 Version 2.x messaging in the PR1 segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.401,drgProcedureRelevance,DRG Procedure Relevance,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the relevance of this particular procedure for the diagnosis related group (DRG) determination. US Realm. Used in HL7 Version 2.x messaging in the PR1 segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.402,itemStatus,Item Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the status (useful for reporting and item usage purposes) that applies to an item. Used in HL7 Version 2.x messaging in the ITM segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.403,itemType,Item Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying a classification of material items into like groups as defined and utilized within an operating room setting for charting procedures.  Used in HL7 Version 2.x messaging in the ITM segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.404,approvingRegulatoryAgency,Approving Regulatory Agency,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts specifying the regulatory agency by which the item has been approved, such as the FDA or AMA. Used in HL7 Version 2.x messaging in the ITM segment.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.405,rulingAct,Ruling Act,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying an act containing a rule that the item is legally required to be included in notification reporting.  Used in HL7 Version 2.x messaging in the ITM segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.406,sterilizationType,Sterilization Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the type of sterilization used for sterilizing the inventory supply item in the ITM segment.  Used in HL7 Version 2.x messaging in the  STZ segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.407,package,Package,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the packaging unit in which this inventory supply item can be ordered or issued when purchased from the vendor in the related vendor segment.  Used in HL7 Version 2.x messaging in the PKG segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.408,mimeTypes,MIME Types,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the general type of data.  Used in HL7 Version 2.x messaging in the RP and ED datatypes.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.409,telecommunicationExpirationReason,Telecommunication Expiration Reason,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the reason this contact number/email was marked as ""ended"".  Used in HL7 Version 2.x messaging in the XTN segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.41,versionId,Version ID,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts which are used to identify an HL7 version in the Version 2.x family of published standards.  Used in HL7 Version 2.x messaging in the VID segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.410,supplyRisk,Supply Risk Codes,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying any known or suspected hazard associated with this material item.  Used in HL7 Version 2.x messaging in the ITM segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.411,roleExecutingPhysician,Role Executing Physician,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts specifying the account role of the physician, for example, only billing for the professional part, the technical part or both.  Used in HL7 Version 2.x messaging in the PSL segment.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.412,medicalRoleExecutingPhysician,Medical Role Executing Physician,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the role of the physician (""self-employed"" or ""employed"").  Used in HL7 Version 2.x messaging in the PSL segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.413,sideOfBody,Side of body,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the side of the body (""left"" or ""right"").  Used in HL7 Version 2.x messaging in the PSL segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.415,securityCheckScheme,Security Check Scheme,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the scheme for the security check.  Used in HL7 Version 2.x messaging in the CX datatypes and PPN and XCN segments.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.416,shipmentStatus,Shipment Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the status of the shipment.  Used in HL7 Version 2.x messaging in the SHP segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.417,actpriority,ActPriority,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the priority for the shipment.  Used in HL7 Version 2.x messaging in the SHP segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.418,confidentiality,Confidentiality,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the confidentiality for the shipment.  Used in HL7 Version 2.x messaging in the SHP segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.419,patientResultsReleaseCategorizationScheme,Patient Results Release Categorization Scheme,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the scheme for the patient results release categorization.  Used in HL7 Version 2.x messaging in the OBX segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.42,sourceOfComment,Source of Comment,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts which are used to specify the source of a comment.  Used in HL7 Version 2.x messaging in the NTE segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.420,participation,Participation,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"HL7-defined code system of concepts that represent functional involvement of a caregiver or member of a care team with an activity being transmitted (e.g., Case Manager, Evaluator, Transcriber, Nurse Care Practitioner, Midwife, Physician Assistant, etc.).  Used in HL7 Version 2.x messaging in the PRT segment.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.421,rootCause,Root Cause,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the root cause.  Used in HL7 Version 2.x messaging in the OBX segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.422,relevantClincialInformation,Relevant Clincial Information,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies. Used in HL7 Version 2.x messaging in the OBR segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.423,bolusType,Bolus Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the type of bolus.  Used in HL7 Version 2.x messaging in the RXV segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.424,pcaType,PCA Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the type of PCA.  Used in HL7 Version 2.x messaging in the RXV segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
